date,time,lang,task,lstm,word_len_mean,pronunciation_len_mean,nb_samples,max_len_input,max_len_target,nb_input_symbols,nb_output_symbols,x_symbols,y_symbols,x_nb_symbols,y_nb_symbols,trainable_params,training_duration,val_accuracy,nb_predictions,nb_good_predictions,test_err_index,test_accuracy,test_duration,test_err_1_label,test_err_1_nb,test_err_1_word,test_err_1_pronunciation,test_err_1_prediction,test_err_2_label,test_err_2_nb,test_err_2_word,test_err_2_pronunciation,test_err_2_prediction,test_err_3_label,test_err_3_nb,test_err_3_word,test_err_3_pronunciation,test_err_3_prediction
2020-01-15,18:48:14,en,write,512,7.6,7.3,42217,28,25,42,31,"a, b, d, e, f, h, i, j, k, l, m, n, o, p, s, t, u, v, w, x, z, æ, ð, ŋ, ɑ, ɒ, ɔ, ə, ɚ, ɛ, ɡ, ɪ, ɲ, ɵ, ɹ, ʃ, ʊ, ʌ, ʍ, ʒ, ː, θ","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, â, æ, œ",42,29,2271264,0:06:04.234061,0.879,1000,189,"[0.         0.08014797 0.16646116 0.17879162 0.18495684 0.14180025
 0.11467324 0.08014797 0.02219482 0.01849568 0.00863132 0.00246609
 0.00123305 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",0.19,0:02:46.717723,w:-.e.+.a.,13,tenacle,tɛnəkəl,tenacal,w:-.+.e.,10,imperil,ɪmpɛɹəl,imperile,w:-.o.+.a.,9,import,ɪmpɔːt,impart
2020-01-15,18:57:12,en,read,512,7.6,7.3,42217,24,29,29,44,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, â, æ, œ","a, b, d, e, f, h, i, j, k, l, m, n, o, p, s, t, u, v, w, x, z, æ, ð, ŋ, ɑ, ɒ, ɔ, ə, ɚ, ɛ, ɡ, ɪ, ɲ, ɵ, ɹ, ʃ, ʊ, ʌ, ʍ, ʒ, ː, θ",29,42,2277933,0:04:26.349666,0.876,1000,170,"[0.         0.12771084 0.25903614 0.16144578 0.14819277 0.15903614
 0.07228916 0.0313253  0.01927711 0.01445783 0.00481928 0.
 0.         0.00120482 0.00120482 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17,0:02:48.074343,r:-.ɚ.+.ə.,7,titer,taɪtɚ,taɪtə,r:-.+.ə.,7,overleap,əʊvəliːp,əʊvəliːpə,r:-.ɪ.+.ə.,5,budget,bʌdʒɪt,bʌdʒət
2020-01-15,19:04:32,es,write,512,8.7,8.1,40825,23,24,34,35,"a, b, c, d, e, f, i, j, k, l, m, n, o, p, r, s, t, u, w, x, ð, ŋ, ɡ, ɣ, ɱ, ɲ, ɾ, ʃ, ʎ, ʝ, ʧ, β, θ, χ","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, á, é, í, ñ, ó, ú, ü",34,33,2265124,0:06:38.314414,0.943,1000,599,"[0.         0.29426434 0.07481297 0.08229426 0.08229426 0.12967581
 0.08977556 0.09975062 0.0723192  0.03491272 0.02244389 0.00997506
 0.00249377 0.         0.         0.         0.         0.00498753
 0.         0.         0.         0.         0.         0.
 0.        ]",0.6,0:03:00.787402,w:-.á.+.a.,17,liquidás,likiðas,liquidas,w:-.í.+.i.,15,bibliomanía,biβljomania,bibliomania,w:-.é.+.e.,13,éstos,estos,estos
2020-01-15,19:14:18,es,read,512,8.7,8.1,40825,23,24,33,36,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, á, é, í, ñ, ó, ú, ü","a, b, c, d, e, f, i, j, k, l, m, n, o, p, r, s, t, u, w, x, ð, ŋ, ɡ, ɣ, ɱ, ɲ, ɾ, ʃ, ʎ, ʝ, ʧ, β, θ, χ",33,34,2265637,0:05:28.788257,0.974,1000,727,"[0.         0.08791209 0.12087912 0.08424908 0.15018315 0.12820513
 0.14652015 0.11721612 0.0952381  0.04395604 0.01465201 0.00732601
 0.003663   0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.73,0:02:39.256997,r:-.j.+.i.,10,crio,kɾjo,kɾio,r:-.r.+.ɾ.,9,panera,panera,paneɾa,r:-.ŋ.+.n.,9,blincáremos,bliŋkaɾemos,blinkaɾemos
2020-01-15,19:22:31,fi,write,512,10.4,10.4,105354,26,26,28,29,"a, b, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, y, æ, ø, ŋ, ɡ, ɪ, ʃ, ː","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, y, z, ä, ö, š",28,27,2237470,0:08:19.168171,0.98,1000,814,"[0.         0.01612903 0.04301075 0.02688172 0.06989247 0.08064516
 0.06989247 0.12365591 0.12365591 0.16666667 0.12365591 0.08602151
 0.0483871  0.02150538 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.        ]",0.81,0:03:14.832838,w:-.l.+.a.,4,mahdollistaen,mahdollistaen,mahdolaistaen,w:-.m.+.n.,3,uudempaa,uːdempaː,uudenpaa,w:-.p.+.p.,2,virtsaputki,virtsaputkɪ,virtspautki
2020-01-15,19:34:12,fi,read,512,10.4,10.4,105354,25,27,27,30,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, y, z, ä, ö, š","a, b, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, y, æ, ø, ŋ, ɡ, ɪ, ʃ, ː",27,28,2237983,0:05:56.014342,0.979,1000,755,"[0.         0.0122449  0.01632653 0.04081633 0.02857143 0.03673469
 0.08571429 0.11020408 0.14693878 0.1877551  0.06938776 0.09387755
 0.07346939 0.06122449 0.02040816 0.00816327 0.00408163 0.00408163
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.76,0:03:19.782272,r:-.i.+.ɪ.,14,sopivimpien,sopɪvimpien,sopɪvimpɪen,r:-.ɪ.+.i.,6,valemedia,valemedɪa,valemedia,r:-.y.+.ː.,4,ilmahyökkäys,ilmahyøkːæys,ilmahyøkːæːs
2020-01-15,19:43:35,fr,write,512,11.2,9.0,1214262,25,26,35,43,"a, b, d, e, f, h, i, j, k, l, m, n, o, p, s, t, u, v, w, y, z, ø, ŋ, œ, ɑ, ɔ, ə, ɛ, ɡ, ɥ, ɲ, ʁ, ʃ, ʒ, ̃","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, à, â, æ, ç, è, é, ê, ë, î, ï, ô, ù, û, ü, œ",35,41,2287660,0:07:54.258111,0.861,1000,91,"[0.         0.0660066  0.05830583 0.10671067 0.11111111 0.09570957
 0.110011   0.10341034 0.0880088  0.09240924 0.04730473 0.04620462
 0.03190319 0.01210121 0.01760176 0.00550055 0.00660066 0.
 0.         0.00110011 0.         0.         0.         0.
 0.         0.         0.        ]",0.09,0:03:44.069739,w:-.+.s.,22,réembrouille,ʁeɑ̃bʁuj,réembrouilles,w:-.s.+.t.,9,ilotiserais,ilɔtizəʁɛ,ilotiserait,w:-.+.i.,9,caféisant,kafeizɑ̃,caféiisant
2020-01-15,19:55:28,fr,read,512,11.2,9.0,1214262,25,26,41,37,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, à, â, æ, ç, è, é, ê, ë, î, ï, ô, ù, û, ü, œ","a, b, d, e, f, h, i, j, k, l, m, n, o, p, s, t, u, v, w, y, z, ø, ŋ, œ, ɑ, ɔ, ə, ɛ, ɡ, ɥ, ɲ, ʁ, ʃ, ʒ, ̃",41,35,2284582,0:06:49.984977,0.957,1000,569,"[0.         0.06032483 0.09512761 0.13225058 0.12993039 0.15777262
 0.13457077 0.11832947 0.06032483 0.05800464 0.0324826  0.00928074
 0.00696056 0.00232019 0.         0.00232019 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.        ]",0.57,0:03:01.622828,r:-.o.+.ɔ.,20,supposâmes,sypozam,sypɔzam,r:-.+.e.,10,potamographie,pɔtamɔɡʁafi,pɔtamɔɡʁafie,r:-.e.+.ɛ.,7,dessaler,desale,dɛsale
2020-01-15,20:05:35,fro,write,512,8.6,9.0,1214262,25,24,35,34,"a, b, d, e, f, h, i, j, k, l, m, n, o, p, s, t, u, v, w, y, z, ø, ŋ, œ, ɑ, ɔ, ə, ɛ, ɡ, ɥ, ɲ, ʁ, ʃ, ʒ, ̃","a, b, d, e, f, g, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, y, z, ã, ç, è, é, ë, õ, ö, ĩ, ũ",35,32,2264611,0:04:29.817584,0.992,1000,890,"[0.         0.01818182 0.04545455 0.07272727 0.09090909 0.14545455
 0.16363636 0.14545455 0.14545455 0.10909091 0.04545455 0.
 0.00909091 0.00909091 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.89,0:02:48.383137,w:-.a.+.y.,3,surnètwaya,syʁnɛtwaja,surnètwyya,w:-.u.+.e.,2,préstrukturè,pʁestʁyktyʁɛ,préstrukterè,w:-.r.+.i.,2,fõksyonarizasyõ,fɔ̃ksjɔnaʁizasjɔ̃,fõksyonaiizasyõ
2020-01-15,20:13:33,fro,read,512,8.6,9.0,1214262,23,26,32,37,"a, b, d, e, f, g, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, y, z, ã, ç, è, é, ë, õ, ö, ĩ, ũ","a, b, d, e, f, h, i, j, k, l, m, n, o, p, s, t, u, v, w, y, z, ø, ŋ, œ, ɑ, ɔ, ə, ɛ, ɡ, ɥ, ɲ, ʁ, ʃ, ʒ, ̃",32,35,2266150,0:04:34.391051,0.989,1000,809,"[0.         0.07853403 0.07853403 0.09424084 0.21465969 0.09947644
 0.12565445 0.09424084 0.07329843 0.08376963 0.0104712  0.02094241
 0.0104712  0.01570681 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.        ]",0.81,0:02:55.212355,r:-.o.+.ɔ.,25,kofinãsé,kofinɑ̃se,kɔfinɑ̃se,r:-.ɔ.+.o.,20,idrométéor,idʁɔmeteɔʁ,idʁometeɔʁ,r:-.ɑ.+.a.,6,débatit,debɑtit,debatit
2020-01-15,20:21:16,it,write,512,9.1,9.1,26798,24,24,34,34,":, a, b, d, e, f, i, j, k, l, m, n, o, p, r, s, t, u, v, w, z, ŋ, ɔ, ɛ, ɡ, ɱ, ɲ, ʃ, ʎ, ʒ, ʣ, ʤ, ʦ, ʧ","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, à, è, é, ì, ò, ù",34,32,2262563,0:07:57.794528,0.982,1000,817,"[0.         0.06557377 0.04918033 0.04371585 0.06557377 0.12568306
 0.12568306 0.17486339 0.09289617 0.08743169 0.07103825 0.06010929
 0.01092896 0.01092896 0.01639344 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.82,0:02:55.340788,w:-.v.+.i.,4,sottoservitore,sottoservitore,sottoseriitore,w:-.a.+.à.,4,differita,differita,differità,w:-.+.e.,4,inconfutabile,inkonfutabile,inconfutabilee
2020-01-15,20:32:16,it,read,512,9.1,9.1,26798,23,25,32,36,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, à, è, é, ì, ò, ù",":, a, b, d, e, f, i, j, k, l, m, n, o, p, r, s, t, u, v, w, z, ŋ, ɔ, ɛ, ɡ, ɱ, ɲ, ʃ, ʎ, ʒ, ʣ, ʤ, ʦ, ʧ",32,34,2263589,0:07:56.026042,0.967,1000,613,"[0.         0.05167959 0.12403101 0.12403101 0.11627907 0.14728682
 0.11627907 0.11369509 0.08527132 0.05167959 0.03359173 0.01550388
 0.01033592 0.00775194 0.00258398 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",0.61,0:02:59.717397,r:-.ɛ.+.e.,27,mustelide,mustɛlide,mustelide,r:-.ɔ.+.o.,19,ritrovo,ritrɔvo,ritrovo,r:-.s.+.z.,17,doloso,doloso,dolozo
2020-01-15,20:43:18,ko,write,512,8.3,10.6,64669,35,25,41,69,"a, b, d, e, h, i, j, k, m, n, o, p, s, t, u, w, x, ç, ŋ, ɕ, ɡ, ɣ, ɥ, ɦ, ɭ, ɯ, ɰ, ɲ, ɸ, ɾ, ʃ, ʌ, ʎ, ʑ, ʝ, ʰ, ʷ, ̚, ̹, ͈, β","ᄀ, ᄁ, ᄂ, ᄃ, ᄄ, ᄅ, ᄆ, ᄇ, ᄈ, ᄉ, ᄊ, ᄋ, ᄌ, ᄍ, ᄎ, ᄏ, ᄐ, ᄑ, ᄒ, ᅡ, ᅢ, ᅣ, ᅤ, ᅥ, ᅦ, ᅧ, ᅨ, ᅩ, ᅪ, ᅫ, ᅬ, ᅭ, ᅮ, ᅯ, ᅰ, ᅱ, ᅲ, ᅳ, ᅴ, ᅵ, ᆨ, ᆩ, ᆪ, ᆫ, ᆬ, ᆭ, ᆮ, ᆯ, ᆰ, ᆱ, ᆲ, ᆳ, ᆴ, ᆵ, ᆶ, ᆷ, ᆸ, ᆹ, ᆺ, ᆻ, ᆼ, ᆽ, ᆾ, ᆿ, ᇀ, ᇁ, ᇂ",41,67,2366534,0:06:36.785725,0.971,1000,745,"[0.         0.01176471 0.07058824 0.23137255 0.10980392 0.10588235
 0.15686275 0.08627451 0.09803922 0.05490196 0.03137255 0.02352941
 0.00784314 0.00392157 0.00784314 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",0.74,0:02:44.372071,w:-.ᅦ.+.ᅢ.,13,게양,kejaŋ,개양,w:-.ᅢ.+.ᅦ.,8,옥새,oks͈e,옥세,w:-.ᆫ.+.ᆯ.,8,신랄히,ɕʰiɭɭaɾʝi,실랄히
